Campaign,Ad Group,Negative keyword,Match Type,Status,Shared Set Name
NS-SRCH-Locksmith,,youtube,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Locksmith,,סרטון,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Locksmith,,pdf,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Locksmith,,תל אביב,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,תל-אביב,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,ירושלים,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,חיפה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,באר שבע,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,אילת,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,נתניה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,אשדוד,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,אשקלון,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,רעננה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,הרצליה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,כפר סבא,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,מודיעין,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,בית שמש,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,טבריה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,צפת,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,עכו,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,נהריה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,חדרה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,רחובות,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,נס ציונה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Locksmith,,שכפול מפתחות,Negative phrase,Enabled,NEG_locksmith
NS-SRCH-Locksmith,,מפתח לרכב,Negative phrase,Enabled,NEG_locksmith
NS-SRCH-Locksmith,,מנעולן רכב,Negative phrase,Enabled,NEG_locksmith
NS-SRCH-Locksmith,,כספת,Negative phrase,Enabled,NEG_locksmith
NS-SRCH-Locksmith,,כספות,Negative phrase,Enabled,NEG_locksmith
NS-SRCH-Locksmith,,מנעול אופניים,Negative phrase,Enabled,NEG_locksmith
NS-SRCH-Locksmith,,מנעול תיק,Negative phrase,Enabled,NEG_locksmith
NS-SRCH-Locksmith,,צילינדר לקנות,Negative phrase,Enabled,NEG_locksmith
NS-SRCH-Locksmith,,מנעולים למכירה,Negative phrase,Enabled,NEG_locksmith
NS-SRCH-Plumbing,,מידרג,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,midrag,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,b144,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,בזק 144,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,זאפ,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,zap,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,פרו קום,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,pro.co.il,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,המקצוענים,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,easy.co.il,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,איזי,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,t.co.il,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,רוטר,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,נבחרי רוטר,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,אולגוד,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,all good,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,יצאת צדיק,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,דירוג בעלי מקצוע,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,השוואת מחירים,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,3 הצעות מחיר,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,קבלת הצעות מחיר,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,בעלי מקצוע מומלצים,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Plumbing,,דרושים,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,דרוש,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,משרה,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,שכר,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,משכורת,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,כמה מרוויח,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,קורס,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,קורסים,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,לימודי,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,הכשרה,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,תעודה,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,רישיון עבודה,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,איך ל,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,בעצמי,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,diy,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,מדריך,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,הסבר,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,ויקיפדיה,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,wikipedia,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,חינם,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,בחינם,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,youtube,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,סרטון,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,pdf,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Plumbing,,תל אביב,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,תל-אביב,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,ירושלים,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,חיפה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,באר שבע,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,אילת,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,נתניה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,אשדוד,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,אשקלון,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,רעננה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,הרצליה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,כפר סבא,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,מודיעין,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,בית שמש,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,טבריה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,צפת,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,עכו,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,נהריה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,חדרה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,רחובות,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,נס ציונה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Plumbing,,חומרי בניין,Negative phrase,Enabled,NEG_plumbing
NS-SRCH-Plumbing,,כלים סניטריים,Negative phrase,Enabled,NEG_plumbing
NS-SRCH-Plumbing,,אמבטיה למכירה,Negative phrase,Enabled,NEG_plumbing
NS-SRCH-Plumbing,,לקנות ברז,Negative phrase,Enabled,NEG_plumbing
NS-SRCH-Plumbing,,חנות אינסטלציה,Negative phrase,Enabled,NEG_plumbing
NS-SRCH-Plumbing,,מחירון משרד השיכון,Negative phrase,Enabled,NEG_plumbing
NS-SRCH-Plumbing,,דוד חשמלי לקנות,Negative phrase,Enabled,NEG_plumbing
NS-SRCH-Handyman,,מידרג,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,midrag,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,b144,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,בזק 144,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,זאפ,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,zap,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,פרו קום,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,pro.co.il,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,המקצוענים,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,easy.co.il,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,איזי,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,t.co.il,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,רוטר,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,נבחרי רוטר,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,אולגוד,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,all good,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,יצאת צדיק,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,דירוג בעלי מקצוע,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,השוואת מחירים,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,3 הצעות מחיר,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,קבלת הצעות מחיר,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,בעלי מקצוע מומלצים,Negative phrase,Enabled,NEG_מתווכים
NS-SRCH-Handyman,,דרושים,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,דרוש,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,משרה,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,שכר,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,משכורת,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,כמה מרוויח,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,קורס,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,קורסים,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,לימודי,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,הכשרה,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,תעודה,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,רישיון עבודה,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,איך ל,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,בעצמי,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,diy,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,מדריך,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,הסבר,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,ויקיפדיה,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,wikipedia,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,חינם,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,בחינם,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,youtube,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,סרטון,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,pdf,Negative phrase,Enabled,NEG_לא_לקוחות
NS-SRCH-Handyman,,תל אביב,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,תל-אביב,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,ירושלים,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,חיפה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,באר שבע,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,אילת,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,נתניה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,אשדוד,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,אשקלון,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,רעננה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,הרצליה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,כפר סבא,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,מודיעין,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,בית שמש,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,טבריה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,צפת,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,עכו,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,נהריה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,חדרה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,רחובות,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,נס ציונה,Negative phrase,Enabled,NEG_מחוץ_לאזור
NS-SRCH-Handyman,,דרוש הנדימן,Negative phrase,Enabled,NEG_handyman
NS-SRCH-Handyman,,עבודות בניה,Negative phrase,Enabled,NEG_handyman
NS-SRCH-Handyman,,קבלן שיפוצים,Negative phrase,Enabled,NEG_handyman
NS-SRCH-Handyman,,שיפוץ מטבח,Negative phrase,Enabled,NEG_handyman
NS-SRCH-Handyman,,אדריכל,Negative phrase,Enabled,NEG_handyman
NS-SRCH-Handyman,,מעצב פנים,Negative phrase,Enabled,NEG_handyman
NS-SRCH-Handyman,,רהיטים למכירה,Negative phrase,Enabled,NEG_handyman
NS-SRCH-Handyman,,איקאה,Negative phrase,Enabled,NEG_handyman
